tokens,pos_tags
So uh at worst we might have a couple of people involved in this crime /.,RB UH RB RBS PRP MD VB DT NN IN NNS VBN IN DT NN .
There was not a big hue and cry about that /.,EX VBD RB DT JJ NN CC NN IN DT .
Do you think it was drug use or weight training that got them so strong and big /?,VBP PRP VB PRP VBD NN NN CC NN NN WDT VBD PRP RB JJ CC JJ .
It is not a responsibility we take lightly /.,PRP VBZ RB DT NN PRP VBP RB .
This is not that type of situation /.,DT VBZ RB DT NN IN NN .
uh I do n't think there 's any basis for saying that 's what John Bolton is going to do /.,UH PRP VBP RB VB EX VBZ DT NN IN VBG DT VBZ WP NNP NNP VBZ VBG TO VB .
two hundred and forty nine investigated for leaving their posts without permission /.,CD CD CC CD CD VBN IN VBG PRP$ NNS IN NN .
There 's a story moving on the wires that the Afghan court has just dismissed the charges against this gentleman who had converted to Christianity /.,EX VBZ DT NN VBG IN DT NNS IN DT JJ NN VBZ RB VBN DT NNS IN DT NN WP VBD VBN IN NNP .
and I respect you for that question /.,CC PRP VBP PRP IN DT NN .
Big elephant /.,JJ NN .
Uh-huh .,UH .
so a majority of the Senate supported John Bolton /.,RB DT NN IN DT NNP VBD NNP NNP .
I believe that public opinion is much closer to Bennett on this point than some of the other uh members of the press in the discussion /.,PRP VBP IN JJ NN VBZ RB JJR IN NNP IN DT NN IN DT IN DT JJ UH NNS IN DT NN IN DT NN .
The people who killed three thousand Americans on September eleven who murdered Danny Pearl my colleague at The Wall Street Journal commit atrocities every day in Iraq are evil /.,DT NNS WP VBD CD CD NNPS IN NNP CD WP VBD NNP NNP PRP$ NN IN DT NNP NNP NNP VB NNS DT NN IN NNP VBP JJ .
and his privacy has been violated /.,CC PRP$ NN VBZ VBN VBN .
A frightening week of violence continues in Paris /.,DT JJ NN IN NN VBZ IN NNP .
We were wrong /.,PRP VBD JJ .
We 're back with radio talk show host Melanie Morgan and Iraq war veteren Paul Rieckhoff /.,PRP VBP RB IN NN NN NN NN NNP NNP CC NNP NN NN NNP NNP .
The pretty ones get home confinement and probation /.,DT JJ NNS VBP NN NN CC NN .
we 've got to run the best possible candidate /?,PRP VBP VBN TO VB DT RBS JJ NN .
Your emails Abrams Report one word at MSNBC dot com /.,PRP$ NNS NN NN CD NN NN NN NN NN .
They 're entitled to that /.,PRP VBP JJ IN DT .
go to CNN dot com slash late edition /.,VB IN NN NNS NN NN NN NN .
the President after all is given the authority to nominate /.,DT NNP RB RB VBZ VBN DT NN TO VB .
"In fact , , even today , we also noticed a piece of news that although at , um , the recent two - plus - two meeting , er , the US and Japan again reached an intermediate report , Uh-huh . Uh-huh . Uh-huh . Well , today , actually the head of Japan 's Defense Agency again mentioned to the US that it seems to feel regretful ,","IN NN , , RB NN , PRP RB VBD DT NN IN NN IN IN IN , UH , DT JJ CD HYPH CC HYPH CD NN , UH , DT NNP CC NNP RB VBD DT JJ NN , UH . UH . UH . UH , NN , RB DT NN IN NNP POS NNP NNP RB VBD IN DT NNP IN PRP VBZ TO VB JJ ."
I have four stores at the moment /.,PRP VBP CD NNS IN DT NN .
There are two /.,EX VBP CD .
what did you want to see that you could n't Mike /?,WP VBD PRP VB TO VB WDT PRP MD RB NNP .
and then you can answer /.,CC RB PRP MD VB .
That 's what they want /.,DT VBZ WP PRP VBP .
"In fact , he will surely fail to take good care of the relations with the US because if you can not win the trust of your Asian neighboring countries , the US will not fully respect such a country .","IN NN , PRP MD RB VB TO VB JJ NN IN DT NNS IN DT NNP IN IN PRP MD RB VB DT NN IN PRP$ JJ NN NNS , DT NNP MD RB RB VB PDT DT NN ."
this is clearly not something new /.,DT VBZ RB RB NN JJ .
Is that where John Bolton learned how to be so belligerent down there in uh /-,VBZ DT WRB NNP NNP VBD WRB TO VB RB JJ RB RB IN UH .
you just jumped on me because I quoted him saying it would be all right if they lost the top ten floors of the UN /.,PRP RB VBD IN PRP IN PRP VBD PRP VBG PRP MD VB RB JJ IN PRP VBD DT JJ CD NNS IN DT NNP .
Coming up the terror alert in New York City now over /.,VBG RP DT NN NN IN NNP NNP NNP RB RB .
"Er , he himself thought , er , that he was probably , , er , 200 % correct in what he has been doing .","UH , PRP PRP VBD , UH , IN PRP VBD RB , , UH , CD NN JJ IN WP PRP VBZ VBN VBG ."
You know look I made a lot of comments yesterday on this program saying that I thought that a lot of people were demanding that she be prosecuted Were suggesting that your son be forced to testify in this case /.,PRP VBP VB PRP VBD DT NN IN NNS NN IN DT NN VBG IN PRP VBD IN DT NN IN NNS VBD VBG IN PRP VB VBN VBD VBG IN PRP$ NN VB VBN TO VB IN DT NN .
"However , Roh Moo - hyun actually met with him ceremonially as a host because APEC held the meeting in South Korea .","RB , NNP NNP HYPH NNP RB VBD IN PRP RB IN DT NN IN NNP VBD DT NN IN NNP NNP ."
News and events happen every day .,NN CC NNS VBP DT NN .
And the Lebanese agree on that /.,CC DT NNPS VBP IN DT .
Hello hi first I want to say I really respect your coming forward to help others about this and I think that 's a wonderful admirable thing /.,UH UH RB PRP VBP TO VB PRP RB VB PRP$ VBG RB TO VB NNS IN DT CC PRP VBP DT VBZ DT JJ JJ NN .
That it would not take hundreds of thousands of American troops to occupy Iraq /.,IN PRP MD RB VB NNS IN NNS IN JJ NNS TO VB NNP .
I do n't think the party is playing it both ways /.,PRP VBP RB VB DT NN VBZ VBG PRP DT NNS .
I ca n't justify what 's on the video tape /.,PRP MD RB VB WP VBZ IN DT NN NN .
We 've watched from our homes Katrina 's destructive force and people struggling in its aftermath /.,PRP VBP VBN IN PRP$ NNS NNP POS JJ NN CC NNS VBG IN PRP$ NN .
can I say something Because I 'm being quoted and talked about But I 'm right here /.,MD PRP VB NN IN PRP VBP VBG VBN CC VBN IN CC PRP VBP RB RB .
And both NBC analyst Roger Cressey who is a former national security official and his fellow former NSC officer Richard Clarke said that no harm was done /.,CC CC NNP NN NNP NNP WP VBZ DT JJ JJ NN NN CC PRP$ JJ JJ NNP NN NNP NNP VBD IN DT NN VBD VBN .
When they first approached me at the Falls I provided them with my real name my real address social security number birth date so on and so forth /.,WRB PRP RB VBD PRP IN DT NNP PRP VBD PRP IN PRP$ JJ NN PRP$ JJ NN JJ NN NN NN NN RB RB CC RB RB .
and if you look at the way they 've handled this publicly basically if they handled it within the grand jury the same way they handled it publicly by dissembling and misleading and in some cases maybe outright misrepresentation of the truth it seems pretty likely that it 's going to lead to some criminal activity because this guy is there to do a job and he 's not a partisan but he 's a very tough prosecutor /.,CC IN PRP VBP IN DT NN PRP VBP VBN DT RB RB IN PRP VBD PRP IN DT JJ NN DT JJ NN PRP VBD PRP RB IN VBG CC VBG CC IN DT NNS RB JJ NN IN DT NN PRP VBZ RB JJ IN PRP VBZ VBG TO VB IN DT JJ NN IN DT NN VBZ RB TO VB DT NN CC PRP VBZ RB DT NN CC PRP VBZ DT RB JJ NN .
The uh ranking democrat on the senate foreign relations committee Joe Biden was just in Iraq /.,DT UH NN NN IN DT NNP NNP NNPS NNP NNP NNP VBD RB IN NNP .
Uh they uh feel that they 're on their own and that the President is going to take care of his business but they 're going to take care of their own /.,UH PRP UH VBP IN PRP VBP IN PRP$ JJ CC IN DT NNP VBZ VBG TO VB NN IN PRP$ NN CC PRP VBP VBG TO VB NN IN PRP$ JJ .
and more importantly as a trial lawyer what it would really be called is jury nullification /.,CC RBR RB IN DT NN NN WP PRP MD RB VB VBN VBZ NN NN .
and uh we have been thinking about you and Taylor for the last few weeks /.,CC UH PRP VBP VBN VBG IN PRP CC NNP IN DT JJ JJ NNS .
"We know there are several other people , such as Sadakazu Tanigaki and other economic figures , and those people mentioned by Professor Liu just now like Toshihiro Nikai .","PRP VBP EX VBP JJ JJ NNS , JJ IN NNP NNP CC JJ JJ NNS , CC DT NNS VBN IN NNP NNP RB RB IN NNP NNP ."
"In fact , we can say he does not understand the current status of Sino - Japanese relations .","IN NN , PRP MD VB PRP VBZ RB VB DT JJ NN IN JJ HYPH JJ NNS ."
It had that ferocity of the fighter /.,PRP VBD DT NN IN DT NN .
I 'm not giving this house away /.,PRP VBP RB VBG DT NN RP .
and inside I was just a scared and out of control hurt little girl for most of my life /.,CC RB PRP VBD RB DT JJ CC IN IN NN JJ JJ NN IN JJS IN PRP$ NN .
And can we assume he will get the death sentence /?,CC MD PRP VB PRP MD VB DT NN NN .
and we missed something /.,CC PRP VBD NN .
All right Rick Sanchez in Bountiful /.,RB RB NNP NNP IN NNP .
but the fact is that the countries of the world understand that they have to cooperate on counter-terrorism /.,CC DT NN VBZ IN DT NNS IN DT NN VBP IN PRP VBP TO VB IN NN .
We 'll take a break and come back go to your phone calls /.,PRP MD VB DT NN CC VB RB VB IN PRP$ NN NNS .
We 're stockholders /.,PRP VBP NNS .
Hi everyone /.,UH NN .
Well actually Condi Rice herself in her own confirmation hearing had rattled that cage /.,UH RB NNP NNP PRP IN PRP$ JJ NN NN VBD VBN DT NN .
The program was still valid /.,DT NN VBD RB JJ .
but clearly the police department /-,CC RB DT NN NN .
Tim we have to get to the bottom of the facts of this /.,NNP PRP VBP TO VB IN DT NN IN DT NNS IN DT .
but please do n't publish the names of the countries where the prisons are located /.,CC UH VB RB VB DT NNS IN DT NNS WRB DT NNS VBP VBN .
I would n't want to be on the ballot next year running for governor if I were Ken Blackwell or anyone else /.,PRP MD RB VB TO VB IN DT NN JJ NN VBG IN NN IN PRP VBD NNP JJ CC NN RB .
And if reporters really want to do some investigative reporting they can fly into Jordan and go unembedded /.,CC IN NNS RB VBP TO VB DT JJ NN PRP MD VB IN NNP CC VB JJ .
now there certainly is /.,RB EX RB VBZ .
It 's embarrassing uh internationally /.,PRP VBZ VBG UH RB .
Jackson says executing Williams sends the wrong message /.,NNP VBZ VBG NNP VBZ DT JJ NN .
But you do n't pronounce the r /.,CC PRP VBP RB VB DT NN .
Good-bye !,UH .
Well look I know Jim /.,UH VB PRP VBP NNP .
"No major Pentagon leaks , the time - honored Washington weapon of dissenting commanders , marked the run - up to the invasion .","DT JJ NNP NNS , DT NN HYPH VBN NNP NN IN VBG NNS , VBD DT NN HYPH NN IN DT NN ."
and George Peterson is the attorney um for Taylor 's mother /.,CC NNP NNP VBZ DT NN UH IN NNP POS NN .
Uh-huh .,UH .
"This is something in a relationship that we have with the Russians that really is candid and where we do talk about difficult things all the time , where I think we 'll be able to talk about this and talk about it uh honestly /.","DT VBZ NN IN DT NN WDT PRP VBP IN DT NNPS WDT RB VBZ JJ CC WRB PRP VBP VB IN JJ NNS PDT DT NN , WRB PRP VBP PRP MD VB JJ TO VB IN DT CC VB IN PRP UH RB ."
The principal okay /.,DT NN UH .
Exactly /.,RB .
Trunk /.,NN .
General George Casey the US military commander on the ground in Iraq suggested earlier in the week that perhaps that number could be significantly reduced beginning in the spring /.,NNP NNP NNP DT NNP NN NN IN DT NN IN NNP VBD RBR IN DT NN IN RB DT NN MD VB RB VBN VBG IN DT NN .
I need to go and sweat for an hour and do my weights for a half an hour or an hour /.,PRP VBP TO VB CC VB IN DT NN CC VB PRP$ NNS IN DT PDT DT NN CC DT NN .
No we have talked to everyone /.,UH PRP VBP VBN IN NN .
Thanks for that Dan /.,NNS IN DT NNP .
well of course the Republican Party has a position /.,UH IN NN DT NNP NNP VBZ DT NN .
That would mean Anderson what you would have is another court battle as you alluded to earlier similar to the Schiavo case /.,DT MD VB NNP WP PRP MD VB VBZ DT NN NN IN PRP VBD IN RBR JJ IN DT NNP NN .
Mr. Davis is going to have his day in court /.,NNP NNP VBZ VBG TO VB PRP$ NN IN NN .
and your own state department report on human rights abuses eh says that Christianity is punishable by death that Christian missionaries are not welcome that women can not get a passport or leave the country without permission of a man /.,CC PRP$ JJ NN NN NN IN JJ NNS NNS UH VBZ IN NNP VBZ JJ IN NN IN JJ NNS VBP RB JJ IN NNS MD RB VB DT NN CC VB DT NN IN NN IN DT NN .
"He , right , appointed them as defense minister or foreign minister .","PRP , UH , VBD PRP IN NN NN CC JJ NN ."
You bet /.,PRP VBP .
That 's what makes the Patriot Act so important /.,DT VBZ WP VBZ DT NNP NNP RB JJ .
That 's the extent at this point of the evidence that police say they have . Although they pointed out that they 've gone through forensically twenty percent of the evidence that they have collected /.,"DT VBZ DT NN IN DT NN IN DT NN WDT NNS VBP PRP VBP , IN PRP VBD RP IN PRP VBP VBN IN RB CD NN IN DT NN WDT PRP VBP VBN ."
Uh admittedly the number /-,UH RB DT NN .
the French did not /.,DT NNPS VBD RB .
I wonder if indigents /-,PRP VBP IN NNS .
Mowaffak al - Rubaie thanks very much for joining us from Baghdad /.,NNP NNP HYPH NNP NNS RB RB IN VBG PRP IN NNP .
a woman called when she saw his picture on the television /.,DT NN VBD WRB PRP VBD PRP$ NN IN DT NN .
I mean how did they alert people what happenend /?,PRP VBP WRB VBD PRP VB NNS WP VBP .
Um and then when I realized that my real passion was for acting I took the rest of my money and my college fund and moved to New York and studied and maintained rather well in New York /.,UH CC RB WRB PRP VBD IN PRP$ JJ NN VBD IN NN PRP VBD DT NN IN PRP$ NN CC PRP$ NN NN CC VBD IN NNP NNP CC VBD CC VBD RB RB IN NNP NNP .
Now does it uh always stay exactly the same /?,UH VBZ PRP UH RB VB RB DT JJ .
No not interested /.,UH RB JJ .
Appreciate it /.,VBP PRP .
An American soldier was killed today in a road side bombing in Baghdad /.,DT JJ NN VBD VBN NN IN DT NN NN NN IN NNP .
Boulder Colorado hello /.,NNP NNP UH .
Ed Rogers is a Republican political consultant who served in the first Bush White House /.,NNP NNP VBZ DT JJ JJ NN WP VBD IN DT JJ NNP NNP NNP .
If I would have been in a gang right now I would 've probably be in jail dead /.,IN PRP MD VB VBN IN DT NN RB RB PRP MD VB RB VBN IN NN JJ .
Well let me ask you about /-,UH VB PRP VB PRP IN .
I think they 've got a huge paper trail /.,PRP VBP PRP VBP VBN DT JJ NN NN .
They do n't believe a lot of the charges are true /.,PRP VBP RB VB DT NN IN DT NNS VBP JJ .
"Changchun , sunny , 9 degrees below zero to 1 degree .","NNP , JJ , CD NNS IN CD IN CD NN ."
Late Edition returns right after this /.,NNP NNP VBZ RB IN DT .
But I know this that and you 'll remember this Chris there were a lot of people in the Carter campaign in nineteen eighty who when they thought Ronald Reagan was going to be the nominee were popping champagne corks because they thought he was easy to beat /.,CC PRP VBP DT IN CC PRP MD VB DT NNP EX VBD DT NN IN NNS IN DT NNP NN IN CD CD WP WRB PRP VBD NNP NNP VBD VBG TO VB DT NN VBD VBG NN NNS IN PRP VBD PRP VBD JJ TO VB .
Um I do n't think anyone um knew precisely what we would be facing in terms of numbers /.,UH PRP VBP RB VB NN UH VBD RB WP PRP MD VB VBG IN NNS IN NNS .
And I think if we come up with serious penalties like the International Olympic Commission has that uh we can do this /.,CC PRP VBP IN PRP VBP RP IN JJ NNS IN DT NNP NNP NNP VBZ IN UH PRP MD VB DT .
We 'll repeat the Roseanne Barr interview Sunday night and Monday night /.,PRP MD VB DT NNP NNP NN NNP NN CC NNP NN .
and I do n't want to get off the topic /.,CC PRP VBP RB VB TO VB IN DT NN .
", for instance , a politician quite friendly with China , that is , Toshihiro Nikai , um , was appointed as minister of Economy , Trade and Industry .",", IN NN , DT NN RB JJ IN NNP , RB RB , NNP NNP , UH , VBD VBN IN NN IN NNP , NNP CC NNP ."
"That is , this year marks the 60th anniversary of the founding of the United Nations .","RB RB , DT NN VBZ DT JJ NN IN DT NN IN DT NNP NNP ."
But look he will be our UN ambassador /.,CC VB PRP MD VB PRP$ NNP NN .
I am at this time signing a warrant of execution /.,PRP VBP IN DT NN VBG DT NN IN NN .
You could see some change there /.,PRP MD VB DT NN RB .
But is this Court ruling a strong signal to the White House that it should now agree with Senator McCain Senator Lindsey Graham and others in your party who believe that it should go along with the Geneva Convention in terms of rules of the road for our soldiers /?,CC VBZ DT NN NN DT JJ NN IN DT NNP NNP IN PRP MD RB VB IN NNP NNP NNP NNP NNP CC NNS IN PRP$ NN WP VBP IN PRP MD VB IN IN DT NNP NNP IN NNS IN NNS IN DT NN IN PRP$ NNS .
